Symbol,Module,Degree,Log2FC
ELAVL4,18,2,1.70944268798582
MS4A8,18,2,1.14146628666125
RGS13,18,2,2.40742805734657
SSTR3,18,2,1.61029970836945
S100A3,18,2,-1.22970404473719
BVES,18,2,1.03458844359411
GPM6A,18,2,2.55320299541104
NPW,18,2,-1.0205951649452
H3C12,19,70,-1.39945447679796
UHRF1,19,34,-1.47243991525676
H3C14,19,30,-1.26849491702503
H3C15,19,30,-1.42746498419946
DNMT3B,19,24,-1.21880266757084
H3C11,19,24,-1.11884938262623
H3C7,19,24,-1.13095329879545
CBX2,19,22,-2.54777731338828
H2BC10,19,22,-1.01951380143601
H2BC17,19,20,-1.36551977798562
H2AC4,19,20,-1.05218341318199
CBX4,19,14,-1.01342600098237
CBX8,19,14,-1.22077363811458
TFAP2A,19,14,-1.42470760262892
H2AC16,19,14,-1.10596876704525
HSPD1,19,12,-1.15318001798948
MAT1A,19,10,-2.85515132224238
SELENBP1,19,10,1.74073189314684
AHCY,19,10,-1.27296100006401
SPINDOC,19,10,-1.05778217255565
H2AC12,19,10,-1.14853030892931
SQOR,19,8,1.01160048937811
AHCYL2,19,8,1.80835625349055
TST,19,8,1.10315227818487
OLR1,19,6,-3.22549721034096
ETHE1,19,6,1.21394254431171
DPF3,19,4,1.70172968156174
PADI2,19,2,2.44697935877445
DPF1,19,2,-1.50914651753082
HSPH1,19,2,-1.27822199916307
CITED2,19,2,1.21247451230606
HSPB6,19,2,2.2002103284167
CITED1,19,2,-1.44853538195695
CITED4,19,2,-1.03584601945033
LVRN,20,0,3.14965429440202
CFI,21,12,-1.10350981868987
CFB,21,6,-1.3533301607001
C4BPB,21,4,-1.27662111536057
C4BPA,21,4,-1.24532637440727
CFD,21,4,2.40268765544776
C2,21,4,-1.44107091704021
FCN3,21,4,-1.64248854982121
COLEC10,21,2,-1.02286540571799
FUT1,22,8,-2.14597137331179
B3GALT1,22,6,2.57184379823356
B3GALT5,22,4,2.30459311212783
ABO,22,2,1.02687470888936
GCNT2,22,2,2.56814852514294
B4GALNT2,22,2,3.69649856438194
MROH7,23,0,1.43124919524317
CFAP45,24,4,-1.1966852606247
PIERCE1,24,4,-1.51633437641986
EFHC2,24,4,1.61226000332422
TSPAN7,25,0,2.05454241075648
CLCN4,26,0,-1.29480575098845
CADPS,27,2,-1.77651291377744
RASL10B,27,2,-1.99888283576752
HPSE2,28,0,2.3725367372429
DNASE2B,29,0,1.48860069890309
CYP3A4,30,68,2.0597765454406
CYP2B6,30,46,-1.01641351983017
UGT1A6,30,44,1.62155530634063
UGT1A1,30,44,2.15060895013423
UGT1A8,30,42,2.24386972911489
UGT1A4,30,42,2.05466964792163
ADH1B,30,42,2.83642307009552
ADH1C,30,42,2.73364006234534
GSTA1,30,42,1.44957064056296
UGT1A10,30,38,2.28018271673174
CYP2C18,30,38,1.27471541805097
ADH6,30,38,1.23659310285043
UGT1A7,30,36,2.06865764822927
ADH1A,30,36,2.34693750110872
HPGDS,30,34,1.86300380808413
UGT1A3,30,32,2.06948840031465
GSTM1,30,32,1.24494343502304
GPX3,30,30,1.52128512145154
HSD3B2,30,30,3.98943275468932
MAOA,30,28,1.46468657315544
UGT1A9,30,28,2.04509152593922
AKR1C2,30,28,1.06622986049316
MAOB,30,28,1.47117738889867
ABCC2,30,28,-1.3940778349079
UGDH,30,26,1.23627112771277
NR1H4,30,26,2.47059565312021
