Cluster,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
esophagus,GO:0070663,regulation of leukocyte proliferation,44/1895,284/18860,0.154929577464789,1.54193764168122,3.07552591870273,0.00245829275710659,0.0349958615898967,0.0299046398989385,2048/3559/1493/259307/7293/301/2214/5595/80381/3606/941/6375/383/3958/959/3620/1947/148022/11006/5169/100133941/8772/7037/637/83593/146433/10457/970/3592/10288/26585/284194/654346/3604/10451/7412/6664/3481/90865/89780/4004/23495/3552/6355,44
esophagus,GO:0034113,heterotypic cell-cell adhesion,14/1895,61/18860,0.229508196721311,2.28418184177516,3.35746175050461,0.00245926736516233,0.0349958615898967,0.0299046398989385,1824/3557/3687/7070/1829/4897/29119/10288/4680/7412/338879/3678/2243/8174,14
esophagus,GO:0060986,endocrine hormone secretion,14/1895,61/18860,0.229508196721311,2.28418184177516,3.35746175050461,0.00245926736516233,0.0349958615898967,0.0299046398989385,6696/64855/706/3625/84417/80223/3624/1588/8862/65266/55503/2297/6865/668,14
esophagus,GO:0042063,gliogenesis,53/1895,357/18860,0.148459383753501,1.47754299609026,3.04447574834253,0.00247918402656456,0.035192170293135,0.0300723894788221,54209/1869/3400/57211/7804/4118/728/5595/6659/4919/430/4192/983/84630/1281/6348/706/2065/1959/55107/7097/2016/22891/8091/1462/4137/5354/4653/2119/6692/146433/79628/80045/4323/3912/6279/7852/2358/6280/5649/4915/4916/6547/1291/5764/6663/11023/6664/3976/1464/90865/2596/1000,53
esophagus,GO:0072330,monocarboxylic acid biosynthetic process,38/1895,237/18860,0.160337552742616,1.59576055130646,3.08466566567304,0.00256129682071257,0.0362682153258044,0.0309918907499756,10993/51/341/79071/11343/115908/8850/5742/672/6785/10170/3620/247/23600/1559/3992/9415/1571/5354/634/344/239/8309/5947/246/116285/33/1576/5563/4023/9388/5743/338328/283985/54898/5319/220/8854,38
esophagus,GO:0022404,molting cycle process,20/1895,102/18860,0.196078431372549,1.95147188162864,3.22025144560643,0.00259914165800191,0.0366236896859142,0.0312956504589653,3229/11005/4488/3872/27121/84283/7053/1001/2736/3624/6615/147409/10468/5154/11187/2304/8549/8626/1291/11166,20
esophagus,GO:0022405,hair cycle process,20/1895,102/18860,0.196078431372549,1.95147188162864,3.22025144560643,0.00259914165800191,0.0366236896859142,0.0312956504589653,3229/11005/4488/3872/27121/84283/7053/1001/2736/3624/6615/147409/10468/5154/11187/2304/8549/8626/1291/11166,20
esophagus,GO:0010543,regulation of platelet activation,13/1895,55/18860,0.236363636363636,2.35241065003598,3.35691437176897,0.00262656086446077,0.0368295083165486,0.0314715264555543,10630/2207/348/5341/634/239/1511/5154/51206/84034/22915/11117/170692,13
esophagus,GO:0032330,regulation of chondrocyte differentiation,13/1895,55/18860,0.236363636363636,2.35241065003598,3.35691437176897,0.00262656086446077,0.0368295083165486,0.0314715264555543,6474/85477/81792/4192/8840/6591/4017/5744/11173/26585/7704/3207/389125,13
esophagus,GO:0034508,centromere complex assembly,9/1895,31/18860,0.290322580645161,2.88943739892757,3.51873638678124,0.00265841306756917,0.0370951862268329,0.0316985533631715,387103/1058/2491/55355/9787/9735/11339/1063/1062,9
esophagus,GO:0090330,regulation of platelet aggregation,9/1895,31/18860,0.290322580645161,2.88943739892757,3.51873638678124,0.00265841306756917,0.0370951862268329,0.0316985533631715,10630/634/239/1511/51206/84034/22915/11117/170692,9
esophagus,GO:0007160,cell-matrix adhesion,39/1895,246/18860,0.158536585365854,1.5778364116095,3.04887492870269,0.00278314567793114,0.0377884232615991,0.0322909378037156,9748/4321/7074/349633/1009/9480/81792/3687/7070/340533/1281/3204/29984/8500/10631/6281/11170/4653/5054/6422/5328/4323/22801/10580/90102/22795/3655/26585/4680/27076/4811/7148/7412/2335/11117/3678/7057/2243/8174,39
esophagus,GO:0007077,mitotic nuclear membrane disassembly,5/1895,11/18860,0.454545454545455,4.52386663468458,3.90713713297135,0.00280011624794594,0.0377884232615991,0.0322909378037156,993/5347/23175/983/10783,5
esophagus,GO:0010951,negative regulation of endopeptidase activity,5/1895,11/18860,0.454545454545455,4.52386663468458,3.90713713297135,0.00280011624794594,0.0377884232615991,0.0322909378037156,1992/5275/6317/7076/26998,5
esophagus,GO:0019372,lipoxygenase pathway,5/1895,11/18860,0.454545454545455,4.52386663468458,3.90713713297135,0.00280011624794594,0.0377884232615991,0.0322909378037156,3248/247/239/246/5743,5
esophagus,GO:0031055,chromatin remodeling at centromere,5/1895,11/18860,0.454545454545455,4.52386663468458,3.90713713297135,0.00280011624794594,0.0377884232615991,0.0322909378037156,387103/1058/2491/55355/11339,5
esophagus,GO:0031652,positive regulation of heat generation,5/1895,11/18860,0.454545454545455,4.52386663468458,3.90713713297135,0.00280011624794594,0.0377884232615991,0.0322909378037156,18/8600/8862/10874/5743,5
esophagus,GO:0034080,CENP-A containing chromatin assembly,5/1895,11/18860,0.454545454545455,4.52386663468458,3.90713713297135,0.00280011624794594,0.0377884232615991,0.0322909378037156,387103/1058/2491/55355/11339,5
esophagus,GO:0042368,vitamin D biosynthetic process,5/1895,11/18860,0.454545454545455,4.52386663468458,3.90713713297135,0.00280011624794594,0.0377884232615991,0.0322909378037156,6591/6615/1576/1594/1591,5
esophagus,GO:0048251,elastic fiber assembly,5/1895,11/18860,0.454545454545455,4.52386663468458,3.90713713297135,0.00280011624794594,0.0377884232615991,0.0322909378037156,4015/79875/1281/7148/11117,5
esophagus,GO:0051987,positive regulation of attachment of spindle microtubules to kinetochore,5/1895,11/18860,0.454545454545455,4.52386663468458,3.90713713297135,0.00280011624794594,0.0377884232615991,0.0322909378037156,8850/332/9212/55143/891,5
esophagus,GO:0060900,embryonic camera-type eye formation,5/1895,11/18860,0.454545454545455,4.52386663468458,3.90713713297135,0.00280011624794594,0.0377884232615991,0.0322909378037156,64220/65979/7291/6664/220,5
esophagus,GO:0090267,positive regulation of mitotic cell cycle spindle assembly checkpoint,5/1895,11/18860,0.454545454545455,4.52386663468458,3.90713713297135,0.00280011624794594,0.0377884232615991,0.0322909378037156,10403/332/9212/55143/4085,5
esophagus,GO:1990709,presynaptic active zone organization,5/1895,11/18860,0.454545454545455,4.52386663468458,3.90713713297135,0.00280011624794594,0.0377884232615991,0.0322909378037156,831/9378/27253/22999/9699,5
esophagus,GO:2000822,regulation of behavioral fear response,5/1895,11/18860,0.454545454545455,4.52386663468458,3.90713713297135,0.00280011624794594,0.0377884232615991,0.0322909378037156,2048/5896/348/4862/2922,5
esophagus,GO:0010038,response to metal ion,52/1895,351/18860,0.148148148148148,1.47444542167497,2.99871606326859,0.00282879980995032,0.0378999217092165,0.032386215381515,6556/1894/27347/8437/4496/120892/18/79085/4495/131034/311/125981/983/1740/140576/706/3625/80271/9378/7037/4137/4499/477/891/360/246/3934/6857/4017/6279/3706/84059/845/56670/5563/7226/55503/3745/7018/1843/158062/7412/265/4489/63928/1261/7781/3158/9362/3552/7057/2243,52
esophagus,GO:0001953,negative regulation of cell-matrix adhesion,11/1895,43/18860,0.255813953488372,2.54599005952016,3.39197574351752,0.00283307800026744,0.0378999217092165,0.032386215381515,4321/349633/340533/3204/10631/11170/4653/5054/4323/90102/7057,11
esophagus,GO:0033280,response to vitamin D,11/1895,43/18860,0.255813953488372,2.54599005952016,3.39197574351752,0.00283307800026744,0.0378999217092165,0.032386215381515,6696/5292/8614/3371/6591/6781/6422/360/3627/1594/1591,11
esophagus,GO:0018958,phenol-containing compound metabolic process,22/1895,117/18860,0.188034188034188,1.87141149674131,3.15997516266958,0.00283474801443087,0.0378999217092165,0.032386215381515,51301/4157/53905/117247/18/90527/4129/10755/1001/1571/1428/405753/23657/27284/1513/4948/2304/1734/50506/9627/2903/1638,22
esophagus,GO:0071277,cellular response to calcium ion,17/1895,82/18860,0.207317073170732,2.06332453825858,3.22503996201169,0.00287960943403948,0.0384103819867586,0.0328224135515014,1894/8437/79085/131034/125981/3625/80271/9378/246/6857/3706/84059/5563/7226/3745/63928/9362,17
esophagus,GO:0048592,eye morphogenesis,30/1895,177/18860,0.169491525423729,1.68686552479764,3.06847119318838,0.00299699900638555,0.0398836742771076,0.0340813702797304,2048/25806/4237/7472/84465/64220/2047/6659/7070/10370/83552/65979/1295/1289/639/221935/2195/2201/1290/7021/1969/7291/4915/6664/220/10002/668/2200/5308/793,30
esophagus,GO:0010001,glial cell differentiation,41/1895,263/18860,0.155893536121673,1.55153144657243,3.01032727616153,0.00301544919053217,0.0399550868532843,0.034142393705867,54209/3400/57211/4118/728/5595/6659/4919/4192/983/84630/2065/1959/55107/7097/2016/22891/8091/4137/5354/4653/6692/146433/79628/80045/6279/7852/2358/6280/5649/4915/4916/6547/1291/5764/6663/11023/6664/3976/2596/1000,41
esophagus,GO:0006898,receptor-mediated endocytosis,43/1895,279/18860,0.154121863799283,1.53389886609735,3.0027112000903,0.00301626503641075,0.0399550868532843,0.034142393705867,341/7436/115548/376267/84058/9413/201176/51429/1212/3161/255738/2207/348/11006/6424/3576/4481/7037/59272/634/344/57007/5054/1759/55061/1514/636/283420/8862/2358/284654/26585/3579/3084/6401/7018/2208/1803/1950/6456/51209/84251/89780,43
esophagus,GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway,26/1895,147/18860,0.17687074829932,1.76030728914257,3.0928803411094,0.00303884206844746,0.0400407297542734,0.0342155772195062,4157/9162/2359/728/2357/5031/2828/9378/55107/5341/719/2867/9630/5029/80045/636/2149/2769/2358/3579/6401/9002/148/10316/2596/2922,26
esophagus,GO:0044839,cell cycle G2/M phase transition,28/1895,162/18860,0.17283950617284,1.72018632528747,3.07674714168792,0.00304123029710886,0.0400407297542734,0.0342155772195062,8766/994/10403/6790/9525/9088/990/332/2305/63967/672/993/641/991/5347/9212/9133/995/9833/983/51514/8444/4998/9928/26271/1063/891/5218,28
esophagus,GO:0006706,steroid catabolic process,8/1895,26/18860,0.307692307692308,3.06230972194033,3.51686976027349,0.00305058960382184,0.0400407297542734,0.0342155772195062,6696/348/1588/1576/3290/6783/1594/1591,8
esophagus,GO:0060343,trabecula formation,8/1895,26/18860,0.307692307692308,3.06230972194033,3.51686976027349,0.00305058960382184,0.0400407297542734,0.0342155772195062,57211/4488/23462/1277/4313/2201/6422/26585,8
esophagus,GO:0031644,regulation of nervous system process,23/1895,125/18860,0.184,1.83126121372032,3.11639630100605,0.00307366272402194,0.0402516788164058,0.0343958372689376,2906/11343/120892/18/3687/23175/81832/6348/55/1959/9378/1075/80763/22999/10874/5649/6547/6663/6804/9699/2903/8989/2922,23
esophagus,GO:0036230,granulocyte activation,13/1895,56/18860,0.232142857142857,2.31040331699962,3.28216856270982,0.00311189884587263,0.0406597874202767,0.0347445739561903,6338/301/3606/2205/306/2207/6348/5169/6372/3576/1511/1776/3579,13
esophagus,GO:0042742,defense response to bacterium,53/1895,361/18860,0.146814404432133,1.46117132854355,2.95684649821279,0.00314488512126732,0.0409976067169292,0.0350332470723346,54209/7098/6556/6338/84659/728/11005/163351/51316/5292/257397/3606/306/54210/6700/2207/2125/57402/6590/7097/114771/6372/55577/5054/9507/6283/2633/1969/3934/6279/1511/7432/3592/2358/6280/4316/84034/9636/115362/26253/7018/387695/10563/5319/2208/5919/338879/11117/1672/4843/90865/128488/2243,53
esophagus,GO:0016331,morphogenesis of embryonic epithelium,27/1895,155/18860,0.174193548387097,1.73366243935654,3.06528093253876,0.00319163695969889,0.0414879603568676,0.0354522637319994,57167/6495/7472/115908/367/6491/5754/57822/10370/23242/51804/65979/8463/151449/23213/6422/6692/7291/26585/8626/8092/27443/7477/6664/220/8854/79192,27
esophagus,GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,59/1895,411/18860,0.143552311435523,1.42870532647703,2.93684063380954,0.00319693276014826,0.0414879603568676,0.0354522637319994,27250/3248/203100/30001/151176/4015/5595/9480/4488/353500/10370/7044/1030/1749/25805/1281/7130/151449/65997/6424/3625/10755/54829/23213/91851/1001/56937/1278/130399/2201/3624/6422/147409/7021/1149/10468/94031/116844/2719/114990/3598/338773/2662/26585/50515/3209/5654/64388/402117/2297/25884/222663/6664/11117/2200/2660/375567/7057/11167,59
esophagus,GO:0090307,mitotic spindle assembly,16/1895,76/18860,0.210526315789474,2.09526454659075,3.1975606568715,0.003211392072749,0.0414882989353574,0.0354525530538607,8766/4605/29128/9525/332/991/5347/9212/9055/22974/55143/3833/9493/4751/24137/126353,16
esophagus,GO:1903036,positive regulation of response to wounding,16/1895,76/18860,0.210526315789474,2.09526454659075,3.1975606568715,0.003211392072749,0.0414882989353574,0.0354525530538607,100506658/53905/301/23189/4192/8840/6484/5054/5328/2149/84034/4916/5764/50506/11117/7057,16
esophagus,GO:0042476,odontogenesis,24/1895,133/18860,0.180451127819549,1.79594103993493,3.07864504063986,0.00329286501198117,0.0424454729907618,0.036270476778183,29887/4488/10117/1277/5083/54829/2736/1278/3371/5054/3624/10468/360/1441/3912/8600/2358/54959/340419/8626/1758/265/4982/5308,24
esophagus,GO:0010837,regulation of keratinocyte proliferation,12/1895,50/18860,0.24,2.38860158311346,3.28590698705106,0.00330475528934661,0.0425034410703661,0.0363200116222315,83481/4192/49860/57152/7051/1001/6591/116844/7538/3037/8626/387695,12
esophagus,GO:0045132,meiotic chromosome segregation,19/1895,97/18860,0.195876288659794,1.94946005494655,3.13327440724303,0.00332144339943083,0.0426227189806425,0.0364219369011835,9319/10403/6790/10609/220134/5347/9133/23397/57082/11130/26271/256006/7272/83540/259266/84057/158401/130951/9700,19
esophagus,GO:0002544,chronic inflammatory response,7/1895,21/18860,0.333333333333333,3.31750219876869,3.55130427851163,0.00334250457320204,0.0427023528696412,0.0364899855979741,3620/1588/6279/6280/7412/10563/7057,7
esophagus,GO:0042359,vitamin D metabolic process,7/1895,21/18860,0.333333333333333,3.31750219876869,3.55130427851163,0.00334250457320204,0.0427023528696412,0.0364899855979741,2638/1583/6591/6615/1576/1594/1591,7
esophagus,GO:0010575,positive regulation of vascular endothelial growth factor production,9/1895,32/18860,0.28125,2.79914248021108,3.40428144529436,0.0033738644825067,0.0427645907426721,0.0365431690630042,6095/728/284340/672/147372/23213/719/5743/3552,9
esophagus,GO:0090025,regulation of monocyte chemotaxis,9/1895,32/18860,0.28125,2.79914248021108,3.40428144529436,0.0033738644825067,0.0427645907426721,0.0365431690630042,284340/57402/5054/7941/1230/2358/26585/3627/1843,9
esophagus,GO:0098719,sodium ion import across plasma membrane,9/1895,32/18860,0.28125,2.79914248021108,3.40428144529436,0.0033738644825067,0.0427645907426721,0.0365431690630042,6338/27347/6337/6340/255738/610/389015/6523/6529,9
esophagus,GO:0086002,cardiac muscle cell action potential involved in contraction,14/1895,63/18860,0.222222222222222,2.21166813251246,3.21956127697164,0.0033771306657111,0.0427645907426721,0.0365431690630042,23171/6334/1824/6332/1829/6327/9722/29119/10052/845/6326/2702/6335/3741,14
esophagus,GO:0006261,DNA-templated DNA replication,29/1895,171/18860,0.169590643274854,1.68785199586477,3.01986153482803,0.00344977226692971,0.0435884412364371,0.0372471652279027,55388/5888/8318/2237/990/84296/7083/4176/4796/4171/5984/81620/23594/9837/672/641/8914/983/1663/4998/9156/84515/11169/6596/22891/26271/144455/10721/345643,29
esophagus,GO:0001916,positive regulation of T cell mediated cytotoxicity,10/1895,38/18860,0.263157894736842,2.61908068323844,3.33898455810235,0.00348109748924526,0.0436961342045219,0.0373391909499142,6375/80329/135250/154064/911/8772/913/3592/353091/909,10
esophagus,GO:0038094,Fc-gamma receptor signaling pathway,10/1895,38/18860,0.263157894736842,2.61908068323844,3.33898455810235,0.00348109748924526,0.0436961342045219,0.0373391909499142,2214/196051/2207/2215/2212/7410/10451/26253/2208/4843,10
esophagus,GO:0048730,epidermis morphogenesis,10/1895,38/18860,0.263157894736842,2.61908068323844,3.33898455810235,0.00348109748924526,0.0436961342045219,0.0373391909499142,3872/84283/388698/7053/2736/8985/6615/10468/2304/8626,10
esophagus,GO:0007409,axonogenesis,66/1895,472/18860,0.139830508474576,1.39166405795805,2.88007950338313,0.00359428663287969,0.0450186358440639,0.0384692941535363,2048/3983/25806/6474/7074/6696/1951/139065/9211/2047/1009/3730/3925/5754/7070/10890/1749/9048/1947/23242/348/151449/1889/1908/55740/1959/9378/1123/91653/7345/4917/4137/2736/57689/4753/7504/23129/4897/389549/1382/22865/214/10501/51330/5649/4915/22854/4916/2297/140578/10381/11023/7477/153478/5794/84570/2335/374946/64843/89780/2044/10512/2596/223117/9638/57453,66
esophagus,GO:0002526,acute inflammatory response,21/1895,112/18860,0.1875,1.86609498680739,3.07244465916288,0.00361299508271705,0.0451545841968267,0.0385854646476898,2214/5008/3557/2205/56998/2207/2215/2212/7037/2867/3934/8600/1776/5743/133396/9332/5265/2335/6291/3552/5005,21
esophagus,GO:0046777,protein autophosphorylation,24/1895,134/18860,0.17910447761194,1.78253849486079,3.0382436980531,0.00363824996189513,0.0453715814120068,0.0387708929607594,9748/11261/6790/84206/27347/2047/120892/5595/7294/8428/5292/9833/4293/5753/4751/25989/5159/5154/4915/10783/3084/51086/2066/131890,24
esophagus,GO:0002762,negative regulation of myeloid leukocyte differentiation,13/1895,57/18860,0.228070175438597,2.26986992547331,3.20900281511275,0.00366777888348705,0.0456408242449504,0.0390009661636684,7098/151176/6348/7130/11006/3204/11025/861/634/3624/6422/4982/2200,13
esophagus,GO:0046394,carboxylic acid biosynthetic process,50/1895,339/18860,0.147492625368732,1.4679213268888,2.90554414713263,0.00368167971092849,0.0456414746294066,0.0390015219297526,10993/51/341/2681/79071/11343/115908/8850/5831/5742/124975/672/6785/18/10170/6470/3620/247/4258/23600/1559/3992/9415/1571/8985/5354/634/344/239/8309/5947/586/246/875/102724560/116285/33/2687/1576/5563/4023/9388/5743/338328/283985/54898/5319/220/8854/1579,50
esophagus,GO:0070527,platelet aggregation,16/1895,77/18860,0.207792207792208,2.06805331871295,3.13864952022748,0.00368370920647846,0.0456414746294066,0.0390015219297526,6532/10630/7301/5341/634/239/23657/1511/51206/84034/22915/9002/11117/170692/89780/2243,16
esophagus,GO:0046879,hormone secretion,49/1895,331/18860,0.148036253776435,1.47333179220241,2.90362607169654,0.00372719244097808,0.0459820372171309,0.039292539241122,6696/64855/301/5008/131177/3557/117247/18/6659/353500/388581/54097/706/1908/3625/84417/80223/8091/130399/3624/6566/2867/1588/7021/2151/8600/8862/7432/10874/65266/3589/55503/3745/26154/25924/2297/6865/6664/3976/6804/9699/4843/668/3741/389692/2044/8989/2922/2243,49
esophagus,GO:0055074,calcium ion homeostasis,49/1895,331/18860,0.148036253776435,1.47333179220241,2.90362607169654,0.00372719244097808,0.0459820372171309,0.039292539241122,84239/29887/57214/30001/25769/79085/8614/7178/6375/7070/5031/6348/348/1908/57402/57419/2829/477/6781/7504/4283/2149/6373/8600/1230/65266/159371/845/794/3627/9001/623/7226/55503/9900/4880/6547/1258/158062/6358/9002/7137/1594/9104/5023/793/8989/491/6355,49
esophagus,GO:0042303,molting cycle,23/1895,127/18860,0.181102362204724,1.80242245444913,3.03241246042151,0.00377849170323648,0.0464157025681764,0.0396631146626286,3229/11005/4488/196264/3872/27121/84283/7053/1001/2736/3624/6615/147409/10468/5154/11187/3861/2304/8549/8626/1291/11166/162514,23
esophagus,GO:0042633,hair cycle,23/1895,127/18860,0.181102362204724,1.80242245444913,3.03241246042151,0.00377849170323648,0.0464157025681764,0.0396631146626286,3229/11005/4488/196264/3872/27121/84283/7053/1001/2736/3624/6615/147409/10468/5154/11187/3861/2304/8549/8626/1291/11166/162514,23
esophagus,GO:0007369,gastrulation,33/1895,203/18860,0.16256157635468,1.61789516097586,2.95820939950555,0.00379377686203435,0.0465041005966642,0.0397386524859484,1301/3557/1847/1295/4313/8091/1294/1289/3624/4318/3914/6422/1290/6615/1284/2139/85474/6911/4323/1969/3912/2719/8862/1303/1291/84913/1843/3196/2335/343930/3207/3678/89780,33
esophagus,GO:0044331,cell-cell adhesion mediated by cadherin,14/1895,64/18860,0.21875,2.17711081794195,3.15254740085685,0.00393126645264034,0.0480869166728283,0.0410911994053135,10459/4301/144100/1951/4072/1009/340533/1001/2195/1006/28513/64405/89780/1000,14
esophagus,GO:0035313,"wound healing, spreading of epidermal cells",8/1895,27/18860,0.296296296296296,2.94889084334995,3.38685535597299,0.00395871784338851,0.0483198914684513,0.0412902808695814,4321/349633/4488/1289/116844/90102/401720/3678,8
esophagus,GO:0045444,fat cell differentiation,40/1895,259/18860,0.154440154440154,1.53706665580017,2.90868660405761,0.00397089849863289,0.0483658802301705,0.0413295791550395,6495/1869/3400/4320/10974/30001/6095/1040/6272/51316/201501/5292/4488/266977/8840/8651/3625/1959/6097/8091/284207/6591/3914/6422/2867/7021/1149/116844/7538/3589/2662/7704/79689/6783/4023/80339/5743/6517/5919/89780,40
kidney,GO:0007159,leukocyte cell-cell adhesion,141/2534,439/18860,0.32118451025057,2.39050507629272,11.6137099914008,1.56015374663421e-24,9.3125577136596e-21,6.44754064135359e-21,10385/861/6387/5105/3117/3127/53833/3118/6693/4860/3119/7369/939/7805/11006/1029/5880/5788/3689/84433/3122/11151/3071/50943/3120/3113/3594/3112/3115/1378/80381/864/64127/921/1840/6404/23149/5465/942/3109/923/10148/64926/240/6403/11221/960/6401/445/3683/3135/10859/3676/6352/3485/7409/399/3965/951/3956/10673/146850/1524/3123/22914/2625/972/54440/3105/11314/100528032/7040/3561/6366/301/83706/567/7535/916/259307/920/283234/3111/3620/8013/79626/970/26191/3559/5133/8740/55423/3575/940/941/80380/3718/114548/10457/8477/29108/10288/1051/54900/10326/2529/9840/10077/8744/3678/4192/441478/55824/30009/84830/3932/655/11326/1236/3142/1493/7480/3952/729230/79679/29851/3902/857/912/100/8876/387597/5320/3481/119/56253/1960/2302/26279/6363/959,141
kidney,GO:1903037,regulation of leukocyte cell-cell adhesion,132/2534,401/18860,0.329177057356608,2.44999183178597,11.5626238230948,3.86311879082749e-24,1.15294780312247e-20,7.98242335409933e-21,10385/861/6387/5105/3117/3127/53833/3118/6693/4860/3119/939/7805/11006/1029/5788/3689/84433/3122/11151/3071/50943/3120/3113/3594/3112/3115/1378/80381/864/64127/921/1840/23149/5465/942/3109/923/10148/64926/240/6403/11221/960/6401/445/3135/10859/3676/6352/3485/7409/399/3965/951/3956/10673/146850/3123/22914/2625/972/54440/3105/11314/100528032/7040/3561/6366/301/567/7535/916/259307/920/283234/3111/3620/8013/79626/970/26191/3559/5133/8740/55423/3575/940/941/80380/3718/114548/10457/8477/29108/10288/1051/54900/10326/2529/9840/10077/8744/4192/441478/55824/30009/84830/3932/11326/1236/3142/1493/7480/3952/729230/79679/29851/3902/857/912/100/8876/387597/5320/3481/56253/1960/2302/26279/6363/959,132
kidney,GO:0050863,regulation of T cell activation,132/2534,404/18860,0.326732673267327,2.43179882313409,11.4611087225572,8.40275336179039e-24,1.67186782721756e-20,1.15751612976804e-20,257101/10385/56603/861/5105/3117/3127/53833/3118/6693/4860/3119/639/939/7805/11006/1029/5880/5788/84433/3122/11151/944/3071/50943/3120/3113/3594/3112/3115/1378/80381/864/64127/921/1840/23149/942/10538/3109/923/10148/914/64926/3604/11221/3135/10859/6352/3485/7409/399/3965/951/3956/10673/146850/3123/22914/2625/972/54440/3105/11314/100528032/7040/3561/6366/301/567/115004/7535/916/259307/920/283234/3111/3620/79626/970/26191/3559/5133/8740/55423/3575/940/941/80380/3718/114548/10457/8477/29108/10288/1051/54900/10326/27240/9840/10077/8744/4192/441478/55824/30009/3932/7133/11326/1236/3142/1493/7480/3952/729230/79679/29851/3902/857/912/100/8876/387597/5320/3481/3662/56253/1960/2302/26279/6363/959,132
kidney,GO:1903039,positive regulation of leukocyte cell-cell adhesion,102/2534,289/18860,0.352941176470588,2.62686289985608,10.9800665186656,1.93067042642124e-21,2.8810429438271e-18,1.99468739319205e-18,10385/861/5105/3117/3127/3118/6693/4860/3119/939/11006/5788/3689/84433/3122/11151/3071/50943/3120/3113/3594/3112/3115/1378/80381/864/64127/921/23149/942/3109/923/10148/64926/240/6403/11221/960/6401/3135/10859/3676/6352/3485/7409/399/3965/3956/10673/146850/3123/22914/2625/972/54440/3105/100528032/7040/3561/6366/301/567/7535/916/259307/920/283234/3111/8013/970/3559/8740/55423/3575/940/941/80380/114548/8477/29108/10288/10326/2529/9840/8744/4192/3932/1236/3142/7480/3952/729230/79679/29851/857/912/100/8876/3481/1960/6363/959,102
kidney,GO:0050867,positive regulation of cell activation,125/2534,401/18860,0.311720698254364,2.32006802252459,10.52657651633,1.24169385063993e-20,1.11058648090788e-17,7.68913513511797e-18,4323/79987/10385/861/5105/3117/3127/3118/6693/4860/3119/939/11006/2214/54209/5788/84433/3122/11151/3071/50943/3120/3113/7305/64581/3594/695/3112/3115/1378/80381/1880/864/10333/3635/64127/921/23149/942/3109/923/9173/10148/914/64926/6403/11221/3135/56848/10859/6352/7293/3485/7409/399/3965/3603/3956/952/10673/146850/6688/3123/22914/2625/972/54440/3105/100528032/7040/3561/6366/301/567/7535/916/5341/259307/920/283234/3111/8013/6348/970/3559/8740/55423/3575/940/941/80380/114548/558/8477/29108/10288/10326/9840/8744/4192/958/30009/3932/5618/825/2255/115352/1236/3142/11027/7480/3952/729230/79679/29851/857/26228/912/100/8876/3481/6869/1960/6363/959,125
kidney,GO:0002443,leukocyte mediated immunity,143/2534,488/18860,0.293032786885246,2.18097804287914,10.413488822849,1.25367928485605e-20,1.11058648090788e-17,7.68913513511797e-18,730/11118/1776/5730/57379/80328/53833/8832/6693/6338/9156/939/2212/11006/2214/54209/3134/5880/5788/3689/3122/11151/3581/3071/50943/7305/64581/3594/695/1378/634/3684/3635/64127/5294/10538/5272/121260/2207/914/2624/57823/10384/3560/2209/284021/3106/1610/30817/3135/56848/10859/64170/10225/64005/925/7409/3965/3002/114836/3598/146850/1524/4818/9103/6688/3123/22914/5551/2625/1512/972/3107/54440/3105/11314/100528032/7040/653361/7454/5027/567/718/259307/7462/409/713/8013/6348/970/712/51311/5133/441168/3575/940/10870/941/2213/3718/114548/714/563/1439/84174/11280/306/2529/3824/55061/4068/958/9390/30009/7133/1621/2215/924/3004/9214/54210/716/84106/3952/7098/3805/729230/115727/3902/26228/912/717/116449/56253/81607/387695/2302/1380/387837/8284/100423062/959/10814,143
kidney,GO:0044282,small molecule catabolic process,119/2534,373/18860,0.319034852546917,2.37450565076356,10.5630774561394,1.30241336343695e-20,1.11058648090788e-17,7.68913513511797e-18,8659/123688/56603/1036/1892/34/3242/5315/586/7263/3033/5105/4329/6799/229/18/4860/3099/51268/56898/6652/23576/4842/10455/2026/30/51181/3029/36/51302/152926/112817/275/55902/23464/54511/5465/5264/8309/38/125061/2731/23475/137872/1610/89839/1800/5053/151531/5106/26275/51084/6470/197257/1594/3939/26007/2710/130589/217/9615/9123/5860/949/4923/5214/11001/219/259307/3620/160428/1757/440503/1579/55586/132158/1428/64577/10840/4051/189/8529/2528/10247/10841/58510/10993/5095/2166/3101/4835/2639/27294/2529/10157/84706/1576/9942/84830/144193/32/2875/1962/2527/64902/1591/5973/130013/66002/5208/2326/3952/100/27284/51733/3081/122970/2645/6999,119
