"Symbol","colorectal","esophagus","kidney","liver","pancreatic","padj_colorectal","padj_esophagus","padj_kidney","padj_liver","padj_pancreatic","n_cancers"
"CTLA4",NA,NA,1.21962885647256,NA,NA,NA,NA,2.96743972228601e-07,NA,NA,1
"CD80",NA,NA,1.24188473134717,NA,NA,NA,NA,1.71119086108409e-06,NA,NA,1
"CXCR3",NA,NA,1.17101461038795,NA,NA,NA,NA,5.3280483535513e-05,NA,NA,1
"CD27",NA,NA,1.15275136580345,NA,NA,NA,NA,6.13736720165378e-05,NA,NA,1
"CD8A",NA,NA,1.13320334128276,NA,NA,NA,NA,0.000169502791192498,NA,NA,1
"CD3E",NA,NA,1.16232519953802,NA,NA,NA,NA,0.000258561224006924,NA,NA,1
"CD247",NA,NA,1.18664075369808,NA,NA,NA,NA,0.000318007000313465,NA,NA,1
"LCK",NA,NA,1.16109683707586,NA,NA,NA,NA,0.000653548409655217,NA,NA,1
"CD2",NA,NA,1.14490547698575,NA,NA,NA,NA,0.00101199669716589,NA,NA,1
"ITGAX",NA,NA,1.17603162444219,NA,NA,NA,NA,0.0059329008971728,NA,NA,1
"CD28",NA,NA,1.14125675690382,NA,NA,NA,NA,0.00778288781008441,NA,NA,1
"CCR5",NA,NA,1.11455657592618,NA,NA,NA,NA,0.0143908534410499,NA,NA,1
"PTPRC",NA,NA,1.11821319554659,NA,NA,NA,NA,0.0225136834820953,NA,NA,1
"CCR7",NA,NA,1.11055864853903,NA,NA,NA,NA,0.0277180961654611,NA,NA,1
"ITGAM",NA,NA,1.14119924549086,NA,NA,NA,NA,0.0397049716885429,NA,NA,1
"CD40",NA,NA,1.18121953176691,NA,NA,NA,NA,0.0497503280170928,NA,NA,1
"CD40LG",NA,NA,1.09240560561925,NA,NA,NA,NA,0.0586569731556111,NA,NA,NA
"TYROBP",NA,NA,1.11433964250251,NA,NA,NA,NA,0.065268701413528,NA,NA,NA
"CD86",NA,NA,1.10833988057262,NA,NA,NA,NA,0.0834398734532255,NA,NA,NA
"CD4",NA,NA,1.11459674618294,NA,NA,NA,NA,0.0909564490278428,NA,NA,NA
