Symbol,Module,Degree,Log2FC
CTSL,3,14,-1.64760711021848
MEFV,3,14,-1.2795758631794
CSF3R,3,14,-1.43573842921034
CD1E,3,14,1.68004392778638
CD70,3,14,-1.25822002502952
LILRB2,3,14,-1.29156367582125
CD1A,3,14,1.28146376236907
KRT7,3,14,1.23385711456477
ARG1,3,12,1.9107664797861
CD207,3,12,2.39226075728997
ACKR3,3,12,-1.1301546753091
GNA12,3,12,-1.11965753697963
LY96,3,12,-1.09776174773117
S100A12,3,12,1.54307205714252
S100A8,3,12,2.58521413938717
IL13RA2,3,12,-2.3078767479029
GNG7,3,12,1.09743013002135
CYP21A2,3,12,1.46612492135728
CXCL17,3,10,2.7319461086141
IL1RL2,3,10,1.00986211886024
ENPEP,3,10,-2.10257256806868
GNA15,3,10,1.0739127072077
C1S,3,10,-1.15401920932253
GBP5,3,10,-1.00864865425275
IL33,3,10,1.28137546373154
RPS6KA6,3,8,1.82405916717655
IL36B,3,8,2.09819766183452
IL36A,3,8,4.54388655883315
C2,3,8,-1.24888654329279
TREM1,3,8,-2.74818356475179
TICAM1,3,8,1.29116831288174
LILRB4,3,8,-1.94191253096658
IL36RN,3,8,1.8029088245738
FADD,3,8,-1.24401293291262
CEACAM1,3,8,2.0641536285909
GNA14,3,8,1.30869343602266
FPR2,3,8,-2.2093568738578
S100A9,3,8,2.44317720183046
ALCAM,3,8,-1.03725497928854
KRT8,3,8,-1.21077504585326
LGALS9B,3,8,1.17418021546665
LGALS9C,3,8,1.06493017738647
ADRA1A,3,8,2.2185121792503
CNTFR,3,8,1.10612770226532
CASP5,3,8,-1.06175804976795
FPR3,3,6,-1.24481020411931
CSTB,3,6,2.87461757359995
CHI3L1,3,6,-1.74374688397655
CTSC,3,6,-1.05672632854393
CHIT1,3,6,-1.96494468893288
PTHLH,3,6,-1.99983587744831
CEACAM6,3,6,1.99959140073134
XPNPEP2,3,6,1.20584437446703
LGALS1,3,6,-1.23512679133878
NLRP2,3,6,1.11080755490695
IL24,3,6,-1.70977185377563
MADCAM1,3,6,1.37155100524541
SLC11A1,3,4,-2.06009687902019
BCL2A1,3,4,-1.66674262852259
