Symbol,n_studies,method_used,pooled_log2FC,pooled_se,rem_pvalue,I2,tau2,Q,Q_pval,vote_up,vote_down,fisher_pvalue,rem_padj,fisher_padj
SLC7A6,5,REML,-0.341563260150993,0.330152552908601,0.300873543888041,96.9412298340052,0.516411131475815,77.5911328336538,5.63811945869707e-16,0,1,3.49992616586414e-16,0.593327192602545,8.48671596417932e-16
PPP1R1C,5,REML,0.372481744890267,0.3600898854254,0.300943017638137,91.5654916900902,0.5462369493272,53.3182033347438,7.31033575476896e-11,2,0,1.70285655957646e-10,0.593341884726004,3.10621469921532e-10
TRIB2,6,REML,0.111782816908542,0.108067711738944,0.300959686755252,68.5812706320034,0.0402800949512566,14.3711920545375,0.013415779387897,0,0,0.00030527986677695,0.593341884726004,0.000392064417560586
DOC2B,4,REML,-0.404666804544499,0.391253136182382,0.301003479202731,90.0562953754682,0.510351298125303,40.2294224364408,9.52626955191474e-09,0,1,1.19229112611972e-12,0.593350649199632,2.43562045270732e-12
NGEF,6,REML,0.130840374435819,0.126525368925733,0.301087604398911,81.1815173868728,0.0689755270720588,47.5705664248232,4.34609352427424e-09,0,0,3.1797461134918e-17,0.593438906592024,8.08746355059138e-17
KLHL21,6,REML,-0.278277346767675,0.269171335976513,0.301215740568938,95.1121851926189,0.40664113703588,92.4400433126983,2.06312361739049e-18,0,1,2.06984083280028e-17,0.593506353902672,5.31741052106103e-17
CIR1,5,REML,-0.112211787778287,0.108539956056431,0.301215967205467,88.5640544731769,0.0484506219371284,49.9461149361123,3.70562972807727e-10,0,0,2.33706079656774e-16,0.593506353902672,5.70827288828014e-16
MYO18A,6,REML,0.102425673403371,0.0990811000198553,0.301250284927394,76.7598652693426,0.0373726252202843,24.5117992494415,0.000173066550014995,0,0,0.000845614724991236,0.593506353902672,0.00105343825302502
H2AC21,2,REML,-0.764715578832893,0.739809014298672,0.301292235588658,92.7535830950771,1.01673115194938,13.7999236466873,0.000203344493610712,0,1,0.000100603596736605,0.593506353902672,0.000133242775231688
TREH,5,REML,0.555085519954198,0.53705644803537,0.301337154496305,94.9938059137884,1.30349080435879,99.7474982339996,1.11326796103216e-20,2,0,6.86027892534713e-25,0.593506353902672,2.49224298227499e-24
SMC2,5,REML,-0.218556154856648,0.211466597183978,0.301357967628167,94.2290742219174,0.200616070279253,42.6408285864775,1.22846835007132e-08,0,0,6.09645415803376e-13,0.593506353902672,1.26179699016126e-12
WWOX,5,REML,0.140380481580296,0.135839718464623,0.301403948288647,85.8194260849749,0.0707590381305298,33.5492257723356,9.2188837479468e-07,0,0,4.99684520712089e-06,0.5935193967345,7.13159433308566e-06
NPIPB11,5,REML,0.405321107558385,0.392258289675524,0.301462791595068,96.9164942269432,0.721628661061408,142.199347782389,9.54415017702208e-30,1,0,2.78333895077086e-101,0.593557761751355,1.38523931939355e-99
CELF3,4,REML,-0.281982145573162,0.272954774863152,0.301569844864218,94.9654341993515,0.256386662001924,94.4616926744478,2.40989810819147e-20,0,0,3.838703273389e-21,0.593627123073326,1.17562236723611e-20
MKKS,6,REML,-0.0946772668379358,0.0916475798114497,0.301576749991031,78.180467407688,0.0317733010790854,17.0116260956185,0.00447780046592933,0,0,0.00734991164504846,0.593627123073326,0.00862005503245689
TAF11,5,REML,-0.131814376393409,0.127634573403689,0.301721748963307,92.3370365765262,0.0679583332348183,37.7874108154149,1.23960603295258e-07,0,0,6.54625824521812e-07,0.593835026672758,9.8343867640854e-07
PSMC5,7,REML,-0.115742242708852,0.112095376526965,0.301822215603296,90.076335633014,0.0653193835835872,42.3178659591074,1.5912683835192e-07,0,0,2.21084639208382e-08,0.593903751269705,3.60817787798962e-08
PRKAR2B,5,REML,0.939137276442318,0.909571325913076,0.301835434332296,99.2301152894648,4.06543909932784,227.005836049441,5.82271557517693e-48,2,1,3.5860465788042e-81,0.593903751269705,9.88621250610007e-80
